ticker,code,name,market,sector,primary_source,sources,is_topix500,is_jpx_prime150,is_growth250,is_jpx_startup100,source_detail,source_url
5334.T,5334,日本特殊陶業,Prime/TOPIX,ガラス・土石製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5344.T,5344,ＭＡＲＵＷＡ,Prime/TOPIX,ガラス・土石製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5393.T,5393,ニチアス,Prime/TOPIX,ガラス・土石製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5401.T,5401,日本製鉄,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5406.T,5406,神戸製鋼所,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5411.T,5411,ＪＦＥホールディングス,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5444.T,5444,大和工業,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5463.T,5463,丸一鋼管,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5471.T,5471,大同特殊鋼,Prime/TOPIX,鉄鋼,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5532.T,5532,REALGATE INC.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5570.T,5570,"JENOBA CO.,LTD.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5572.T,5572,Ridge-i Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5574.T,5574,"ABEJA,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5578.T,5578,"AR advanced technology,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5582.T,5582,GRID Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5586.T,5586,Laboro.AI Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5588.T,5588,"Fast Accounting Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5590.T,5590,"NETSTARS Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5591.T,5591,AVILEN Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5592.T,5592,"Kusurinomadoguchi,Inc.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
5595.T,5595,"Institute for Q-shu Pioneers of Space,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5597.T,5597,"Blue innovation Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5621.T,5621,"Human Technologies,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5631.T,5631,日本製鋼所,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5706.T,5706,三井金属,Prime/TOPIX,非鉄金属,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
5711.T,5711,三菱マテリアル,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5713.T,5713,住友金属鉱山,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5714.T,5714,ＤＯＷＡホールディングス,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5801.T,5801,古河電気工業,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5802.T,5802,住友電気工業,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5803.T,5803,フジクラ,Prime/TOPIX,非鉄金属,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5830.T,5830,いよぎんホールディングス,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5831.T,5831,しずおかフィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5832.T,5832,ちゅうぎんフィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5834.T,5834,SBI Leasing,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5838.T,5838,楽天銀行,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5842.T,5842,Integral Corporation,Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
5844.T,5844,京都フィナンシャルグループ,Prime/TOPIX,銀行業,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5888.T,5888,"DAIWA CYCLE CO.,LTD.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5892.T,5892,"yutori,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
5901.T,5901,東洋製罐グループホールディングス,Prime/TOPIX,金属製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5929.T,5929,三和ホールディングス,Prime/TOPIX,金属製品,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
5938.T,5938,ＬＩＸＩＬ,Prime/TOPIX,金属製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5947.T,5947,リンナイ,Prime/TOPIX,金属製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5991.T,5991,日本発條,Prime/TOPIX,金属製品,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6005.T,6005,三浦工業,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6027.T,6027,"Bengo4.com,Inc.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6030.T,6030,"Adventure,Inc.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6031.T,6031,ZETA INC.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6039.T,6039,"Japan Animal Referral Medical Center Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6040.T,6040,"Nippon Ski Resort Development Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6045.T,6045,"Rentracks CO.,LTD.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6069.T,6069,"Trenders,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6086.T,6086,"Shin Maint Holdings Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6094.T,6094,"FreakOut Holdings,inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6098.T,6098,リクルートホールディングス,Prime/TOPIX,サービス業,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6113.T,6113,アマダ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6134.T,6134,ＦＵＪＩ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6136.T,6136,オーエスジー,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6141.T,6141,ＤＭＧ森精機,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6146.T,6146,ディスコ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6176.T,6176,Brangista Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6178.T,6178,日本郵政,Prime/TOPIX,サービス業,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6180.T,6180,"GMO Media,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6182.T,6182,MetaReal Corporation,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6196.T,6196,"Strike Company,Limited",Growth/Prime/Standard,,jpx_startup100,jpx_startup100,0,0,0,1,jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6200.T,6200,"Insource Co.,Ltd.",Growth/Prime/Standard,,jpx_startup100,jpx_startup100,0,0,0,1,jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6201.T,6201,豊田自動織機,Prime/TOPIX,輸送用機器,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6224.T,6224,"JRC Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6232.T,6232,ACSL Ltd.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6255.T,6255,NPC Incorporated,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6268.T,6268,ナブテスコ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6269.T,6269,三井海洋開発,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6273.T,6273,ＳＭＣ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6301.T,6301,小松製作所,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6302.T,6302,住友重機械工業,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6305.T,6305,日立建機,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6323.T,6323,ローツェ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6326.T,6326,クボタ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Large70,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6361.T,6361,荏原製作所,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6367.T,6367,ダイキン工業,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6368.T,6368,オルガノ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6370.T,6370,栗田工業,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6383.T,6383,ダイフク,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6417.T,6417,ＳＡＮＫＹＯ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6436.T,6436,アマノ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6448.T,6448,ブラザー工業,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6457.T,6457,グローリー,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6460.T,6460,セガサミーホールディングス,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6465.T,6465,ホシザキ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6471.T,6471,日本精工,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6472.T,6472,ＮＴＮ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6473.T,6473,ジェイテクト,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6479.T,6479,ミネベアミツミ,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6481.T,6481,ＴＨＫ,Prime/TOPIX,機械,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6501.T,6501,日立製作所,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6503.T,6503,三菱電機,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Core30|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6504.T,6504,富士電機,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6506.T,6506,安川電機,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6521.T,6521,OXIDE Corporation,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6525.T,6525,ＫＯＫＵＳＡＩ ＥＬＥＣＴＲＩＣ,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6526.T,6526,ソシオネクスト,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6532.T,6532,ベイカレント,Prime/TOPIX,サービス業,topix500,topix500|jpx_prime150|jpx_startup100,1,1,0,1,topix500:TOPIX Mid400|jpx_prime150:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6544.T,6544,ジャパンエレベーターサービスホールディングス,Prime/TOPIX,サービス業,topix500,topix500|jpx_prime150|jpx_startup100,1,1,0,1,topix500:TOPIX Mid400|jpx_prime150:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6554.T,6554,"SUS Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6557.T,6557,AIAI Group Corporation,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6561.T,6561,"HANATOUR JAPAN CO.,LTD.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6562.T,6562,"Geniee,Inc.",Growth,,growth250,growth250|jpx_startup100,0,0,1,1,growth250:constituent|jpx_startup100:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf|https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_42_SU100.pdf
6568.T,6568,"KNC Laboratories Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6574.T,6574,Convano Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6580.T,6580,"Writeup Co.,Ltd.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6586.T,6586,マキタ,Prime/TOPIX,機械,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Mid400|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6592.T,6592,マブチモーター,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6612.T,6612,BALMUDA Inc.,Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6613.T,6613,"QD Laser,Inc.",Growth,,growth250,growth250,0,0,1,0,growth250:constituent,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
6632.T,6632,ＪＶＣケンウッド,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6645.T,6645,オムロン,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6674.T,6674,ジーエス・ユアサ コーポレーション,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6701.T,6701,日本電気,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6702.T,6702,富士通,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6707.T,6707,サンケン電気,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6723.T,6723,ルネサスエレクトロニクス,Prime/TOPIX,電気機器,topix500,topix500|jpx_prime150,1,1,0,0,topix500:TOPIX Large70|jpx_prime150:constituent,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
6724.T,6724,セイコーエプソン,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
6728.T,6728,アルバック,Prime/TOPIX,電気機器,topix500,topix500,1,0,0,0,topix500:TOPIX Mid400,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
