symbol,name,theme,bucket,priority,market,sector,asset_type,is_topix500,is_jpx_prime150,is_growth250,is_jpx_startup100,source_detail,source_url
5444.T,大和工業,Japan TOPIX 500,Core,A,Prime/TOPIX,鉄鋼,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5463.T,丸一鋼管,Japan TOPIX 500,Core,A,Prime/TOPIX,鉄鋼,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5471.T,大同特殊鋼,Japan TOPIX 500,Core,A,Prime/TOPIX,鉄鋼,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5631.T,日本製鋼所,Japan TOPIX 500,Core,A,Prime/TOPIX,機械,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5706.T,三井金属,Japan Quality / Prime 150,Core,A,Prime/TOPIX,非鉄金属,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
5711.T,三菱マテリアル,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5713.T,住友金属鉱山,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5714.T,ＤＯＷＡホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5801.T,古河電気工業,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5802.T,住友電気工業,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5803.T,フジクラ,Japan TOPIX 500,Core,A,Prime/TOPIX,非鉄金属,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5830.T,いよぎんホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,銀行業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5831.T,しずおかフィナンシャルグループ,Japan TOPIX 500,Core,A,Prime/TOPIX,銀行業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5832.T,ちゅうぎんフィナンシャルグループ,Japan TOPIX 500,Core,A,Prime/TOPIX,銀行業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5838.T,楽天銀行,Japan TOPIX 500,Core,A,Prime/TOPIX,銀行業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5844.T,京都フィナンシャルグループ,Japan TOPIX 500,Core,A,Prime/TOPIX,銀行業,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5901.T,東洋製罐グループホールディングス,Japan TOPIX 500,Core,A,Prime/TOPIX,金属製品,equity,true,false,false,false,topix500,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv
5929.T,三和ホールディングス,Japan Quality / Prime 150,Core,A,Prime/TOPIX,金属製品,equity,true,true,false,false,topix500|jpx_prime150,https://www.jpx.co.jp/automation/markets/indices/topix/files/topixweight_j.csv|https://www.jpx.co.jp/automation/markets/indices/jpx-prime150/files/jpxprime150weight_j.csv
1401.T,"mbs,inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
141A.T,"TRIAL Holdings,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
1431.T,"Lib Work Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
1436.T,GreenEnergy & Company Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
1447.T,"SAAF Holdings Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
151A.T,Dive Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
153A.T,Caulis Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
155A.T,"Information Strategy and Technology Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
156A.T,Material Group Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
165A.T,SBI RHEOS HIFUMI Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
176A.T,Rezil Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
177A.T,"Kohjin Bio Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
186A.T,Astroscale Holdings Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
190A.T,Chordia Therapeutics Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
192A.T,Integroup Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
194A.T,"WOLVES HAND Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
198A.T,PostPrime Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
202A.T,"MAMEZO CO.,LTD.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
205A.T,LOGOS HOLDINGS INC.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
206A.T,"PRISM BioLab Co.,LTD",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2158.T,"FRONTEO,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2160.T,GNI Group Ltd.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2173.T,Hakuten Corporation,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2195.T,"AMITA HOLDINGS CO.,LTD.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
228A.T,"OPRO Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2321.T,Softfront Holdings,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2334.T,eole Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2370.T,"MEDINET Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
241A.T,"ROXX,inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2438.T,"Asukanet Company,Limited",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
244A.T,"Growth xPartners,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
245A.T,INGS inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
246A.T,ASUA Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
248A.T,KIDS STAR Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2497.T,"UNITED,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2586.T,FRUTA FRUTA INC.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
264A.T,"Schoo,inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
265A.T,Hmcomm Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
269A.T,Sapeet Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
276A.T,CCReB Advisors Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
277A.T,Globe-ing Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
280A.T,TMH Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
281A.T,"Informetis Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
286A.T,EUCALIA Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
288A.T,Laxus Technologies Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
291A.T,Reskill Corp.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2934.T,"J Frontier Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2936.T,"BASE FOOD,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2937.T,"St.Cousair CO.,LTD.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
296A.T,"Reiwa Accounting Holdings Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2978.T,TSUKURUBA Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2981.T,Landix Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
2983.T,"Arr Planner Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
298A.T,"GVA TECH,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
302A.T,"b-style holdings,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
303A.T,visumo Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
304A.T,"FORCIA,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3063.T,j-Group Holdings Corp.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3070.T,"JELLY BEANS GROUP Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3140.T,"BRUNO,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3187.T,miratap inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
319A.T,Next Generation Technology Group Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
323A.T,Flier Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
324A.T,"Booking Resort Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
325A.T,TENTIAL Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3300.T,"AMBITION DX HOLDINGS Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
330A.T,TalentX Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
332A.T,MEEQ Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
334A.T,"Visual Processing Japan Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
335A.T,Mirairo Inc.,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
338A.T,"ZenmuTech,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
339A.T,"PROGRESS TECHNOLOGIES GROUP,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
340A.T,"zig-zag,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3418.T,"BALNIBARBI Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
350A.T,DIGITAL GRID Corporation,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
352A.T,"LOIVE Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3541.T,Nousouken Corporation,Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3542.T,"Vega corporation Co.,Ltd.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3556.T,"RenetJapanGroup,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
3558.T,"JADE GROUP,Inc.",Japan Growth / Small Discovery,Discovery,B,Growth,,equity,false,false,true,false,growth250,https://www.jpx.co.jp/english/markets/indices/line-up/files/e_mei2_31_mothers.pdf
