symbol,local_code,company_name,market,sector_33_code,sector_33_name,sector_17_code,sector_17_name,size_code,size_name,effective_date,source,updated_at
1301.T,1301,極洋,プライム（内国株式）,0050,水産・農林業,0001,食品,0006,TOPIX Small 1,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1305.T,1305,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1306.T,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1308.T,1308,上場インデックスファンドＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1309.T,1309,ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1311.T,1311,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1319.T,1319,ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1320.T,1320,ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1321.T,1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1322.T,1322,上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1325.T,1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1326.T,1326,ＳＰＤＲゴールド・シェア,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1328.T,1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1329.T,1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1330.T,1330,上場インデックスファンド２２５,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1332.T,1332,ニッスイ,プライム（内国株式）,0050,水産・農林業,0001,食品,0004,TOPIX Mid400,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1333.T,1333,Ｕｍｉｏｓ,プライム（内国株式）,0050,水産・農林業,0001,食品,0004,TOPIX Mid400,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1343.T,1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1345.T,1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1346.T,1346,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1348.T,1348,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1349.T,1349,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1356.T,1356,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1357.T,1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1358.T,1358,上場インデックスファンド日経レバレッジ指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1360.T,1360,日経平均ベア２倍上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1364.T,1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1365.T,1365,ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1366.T,1366,ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1367.T,1367,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1368.T,1368,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（－２倍）指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1369.T,1369,Ｏｎｅ　ＥＴＦ　日経２２５,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1375.T,1375,ユキグニファクトリー,プライム（内国株式）,0050,水産・農林業,0001,食品,0007,TOPIX Small 2,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1376.T,1376,カネコ種苗,スタンダード（内国株式）,0050,水産・農林業,0001,食品,0007,TOPIX Small 2,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1377.T,1377,サカタのタネ,プライム（内国株式）,0050,水産・農林業,0001,食品,0006,TOPIX Small 1,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1379.T,1379,ホクト,プライム（内国株式）,0050,水産・農林業,0001,食品,0007,TOPIX Small 2,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1380.T,1380,秋川牧園,スタンダード（内国株式）,0050,水産・農林業,0001,食品,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1381.T,1381,アクシーズ,スタンダード（内国株式）,0050,水産・農林業,0001,食品,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1382.T,1382,ホーブ,スタンダード（内国株式）,0050,水産・農林業,0001,食品,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1383.T,1383,ベルグアース,スタンダード（内国株式）,0050,水産・農林業,0001,食品,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1384.T,1384,ホクリヨウ,スタンダード（内国株式）,0050,水産・農林業,0001,食品,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1397.T,1397,ＳＭＤＡＭ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1398.T,1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1399.T,1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1401.T,1401,エムビーエス,グロース（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1407.T,1407,ウエストホールディングス,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1414.T,1414,ショーボンドホールディングス,プライム（内国株式）,2050,建設業,0003,建設・資材,0004,TOPIX Mid400,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1417.T,1417,ミライト・ワン,プライム（内国株式）,2050,建設業,0003,建設・資材,0004,TOPIX Mid400,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1418.T,1418,インターライフホールディングス,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1419.T,1419,タマホーム,プライム（内国株式）,2050,建設業,0003,建設・資材,0006,TOPIX Small 1,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1420.T,1420,サンヨーホームズ,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1429.T,1429,日本アクア,プライム（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1430.T,1430,ファーストコーポレーション,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1431.T,1431,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1432.T,1432,動力,PRO Market,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1433.T,1433,ベステラ,プライム（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1434.T,1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1435.T,1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,8050,不動産業,0017,不動産,0007,TOPIX Small 2,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1436.T,1436,グリーンエナジー＆カンパニー,グロース（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1438.T,1438,岐阜造園,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1443.T,1443,技研ホールディングス,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1444.T,1444,ニッソウ,グロース（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1445.T,1445,ひかりホールディングス,PRO Market,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1446.T,1446,キャンディル,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1447.T,1447,ＳＡＡＦホールディングス,グロース（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1450.T,1450,ＴＡＮＡＫＥＮ,スタンダード（内国株式）,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1452.T,1452,横浜ライト工業,PRO Market,2050,建設業,0003,建設・資材,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1456.T,1456,ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1457.T,1457,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（－１倍）指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1458.T,1458,楽天ＥＴＦ‐日経レバレッジ指数連動型,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1459.T,1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1466.T,1466,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1469.T,1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1472.T,1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1473.T,1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1474.T,1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1475.T,1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1476.T,1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1477.T,1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1478.T,1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1479.T,1479,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1480.T,1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1481.T,1481,上場インデックスファンド日本経済貢献株,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1482.T,1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1483.T,1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1484.T,1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1485.T,1485,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1486.T,1486,上場インデックスファンド米国債券（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1487.T,1487,上場インデックスファンド米国債券（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1488.T,1488,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1489.T,1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1490.T,1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1491.T,1491,中外鉱業,スタンダード（内国株式）,3500,非鉄金属,0007,鉄鋼・非鉄,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1493.T,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1494.T,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1495.T,1495,上場インデックスファンドアジアリート,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1496.T,1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1497.T,1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1498.T,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1499.T,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1514.T,1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,0002,エネルギー資源,0007,TOPIX Small 2,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1515.T,1515,日鉄鉱業,プライム（内国株式）,1050,鉱業,0002,エネルギー資源,0006,TOPIX Small 1,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1518.T,1518,三井松島ホールディングス,プライム（内国株式）,3800,その他製品,0010,情報通信・サービスその他,0006,TOPIX Small 1,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1540.T,1540,純金上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1541.T,1541,純プラチナ上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1542.T,1542,純銀上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
1543.T,1543,純パラジウム上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-,20260630,https://www.jpx.co.jp/markets/statistics-equities/misc/tvdivq0000001vg2-att/data_j.xls,2026-07-10T23:26:35.886407+00:00
